Taxa,Metabolite,Potential Score
Tistrella,L-Formylkynurenine,1.947033e-05
Tomitella,L-Formylkynurenine,1.947033e-05
Tranquillimonas,L-Formylkynurenine,1.947033e-05
Trinickia,L-Formylkynurenine,1.947033e-05
Tropicibacter,L-Formylkynurenine,1.947033e-05
Tuberibacillus,L-Formylkynurenine,1.947033e-05
Tumebacillus,L-Formylkynurenine,1.947033e-05
Turneriella,L-Formylkynurenine,1.947033e-05
Uliginosibacterium,L-Formylkynurenine,1.947033e-05
Ulvibacter,L-Formylkynurenine,1.947033e-05
unclassified_Cyanobacteria,L-Formylkynurenine,1.947033e-05
unclassified_Firmicutes,L-Formylkynurenine,1.947033e-05
unclassified_Microbacteriaceae,L-Formylkynurenine,1.947033e-05
unclassified_Pasteurellaceae,L-Formylkynurenine,1.947033e-05
unclassified_Stigonemataceae,L-Formylkynurenine,1.947033e-05
Urmitella,L-Formylkynurenine,1.947033e-05
Varibaculum,L-Formylkynurenine,1.947033e-05
Variovorax,L-Formylkynurenine,1.947033e-05
Ventosimonas,L-Formylkynurenine,1.947033e-05
Vibrio,L-Formylkynurenine,1.947033e-05
Viridibacillus,L-Formylkynurenine,1.947033e-05
Vitreoscilla,L-Formylkynurenine,1.947033e-05
Vulcanibacillus,L-Formylkynurenine,1.947033e-05
Vulgatibacter,L-Formylkynurenine,1.947033e-05
Wenxinia,L-Formylkynurenine,1.947033e-05
Williamsia,L-Formylkynurenine,1.947033e-05
Winkia,L-Formylkynurenine,1.947033e-05
Woeseia,L-Formylkynurenine,1.947033e-05
Xanthomonas,L-Formylkynurenine,1.947033e-05
Xenophilus,L-Formylkynurenine,1.947033e-05
Xenorhabdus,L-Formylkynurenine,1.947033e-05
Xiangella,L-Formylkynurenine,1.947033e-05
Xylanimonas,L-Formylkynurenine,1.947033e-05
Xylophilus,L-Formylkynurenine,1.947033e-05
Abiotrophia,L-Formylkynurenine,1.947084e-05
Yokenella,L-Formylkynurenine,1.947084e-05
Yoonia,L-Formylkynurenine,1.947084e-05
Youngiibacter,L-Formylkynurenine,1.947084e-05
Zavarzinella,L-Formylkynurenine,1.947084e-05
Zhongshania,L-Formylkynurenine,1.947084e-05
Zhouia,L-Formylkynurenine,1.947084e-05
Zooshikella,L-Formylkynurenine,1.947084e-05
Zymobacter,L-Formylkynurenine,1.947084e-05
Zymomonas,L-Formylkynurenine,1.947084e-05
Flavobacterium,L-Kynurenine,1.817951e-05
Legionella,L-Kynurenine,1.817966e-05
Rhizobium,L-Kynurenine,1.818055e-05
Sphingomonas,L-Kynurenine,1.818100e-05
Cellulomonas,L-Kynurenine,1.818190e-05
Mycoplasma,L-Kynurenine,1.818190e-05
Neobacillus,L-Kynurenine,1.818190e-05
Nitrosomonas,L-Kynurenine,1.818190e-05
Pediococcus,L-Kynurenine,1.818205e-05
Sphingobium,L-Kynurenine,1.818205e-05
Brachybacterium,L-Kynurenine,1.818220e-05
Janibacter,L-Kynurenine,1.818220e-05
Lacticaseibacillus,L-Kynurenine,1.818220e-05
Roseomonas,L-Kynurenine,1.818235e-05
Sphingobacterium,L-Kynurenine,1.818235e-05
Aerococcus,L-Kynurenine,1.818250e-05
Aneurinibacillus,L-Kynurenine,1.818250e-05
Candidatus_Phytoplasma,L-Kynurenine,1.818250e-05
Frankia,L-Kynurenine,1.818250e-05
Olsenella,L-Kynurenine,1.818250e-05
Ruminiclostridium,L-Kynurenine,1.818250e-05
Sporosarcina,L-Kynurenine,1.818250e-05
Acidipropionibacterium,L-Kynurenine,1.818265e-05
Aeromicrobium,L-Kynurenine,1.818265e-05
Alkaliphilus,L-Kynurenine,1.818265e-05
Meiothermus,L-Kynurenine,1.818265e-05
Pelobacter,L-Kynurenine,1.818265e-05
Propionibacterium,L-Kynurenine,1.818265e-05
Thermosipho,L-Kynurenine,1.818265e-05
Thermotoga,L-Kynurenine,1.818265e-05
Aliivibrio,L-Kynurenine,1.818280e-05
Brevundimonas,L-Kynurenine,1.818280e-05
Caldicellulosiruptor,L-Kynurenine,1.818280e-05
Chlorobaculum,L-Kynurenine,1.818280e-05
Chloroflexus,L-Kynurenine,1.818280e-05
Christensenella,L-Kynurenine,1.818280e-05
Desulfomicrobium,L-Kynurenine,1.818280e-05
Edwardsiella,L-Kynurenine,1.818280e-05
Granulicatella,L-Kynurenine,1.818280e-05
Grimontia,L-Kynurenine,1.818280e-05
Hungateiclostridium,L-Kynurenine,1.818280e-05
Isoptericola,L-Kynurenine,1.818280e-05
Kingella,L-Kynurenine,1.818280e-05
Kurthia,L-Kynurenine,1.818280e-05
Leptotrichia,L-Kynurenine,1.818280e-05
Methylotenera,L-Kynurenine,1.818280e-05
Methyloversatilis,L-Kynurenine,1.818280e-05
Micrococcus,L-Kynurenine,1.818280e-05
Peptostreptococcus,L-Kynurenine,1.818280e-05
Romboutsia,L-Kynurenine,1.818280e-05
Barnesiella,L-Kynurenine,1.818294e-05
Butyricimonas,L-Kynurenine,1.818294e-05
Cloacibacillus,L-Kynurenine,1.818294e-05
Cronobacter,L-Kynurenine,1.818294e-05
Dictyoglomus,L-Kynurenine,1.818294e-05
Dorea,L-Kynurenine,1.818294e-05
Faecalicatena,L-Kynurenine,1.818294e-05
Gardnerella,L-Kynurenine,1.818294e-05
Gordonibacter,L-Kynurenine,1.818294e-05
Kluyvera,L-Kynurenine,1.818294e-05
Lachnoanaerobaculum,L-Kynurenine,1.818294e-05
Lachnospira,L-Kynurenine,1.818294e-05
Massilimicrobiota,L-Kynurenine,1.818294e-05
Mitsuokella,L-Kynurenine,1.818294e-05
Mobiluncus,L-Kynurenine,1.818294e-05
Odoribacter,L-Kynurenine,1.818294e-05
Oscillibacter,L-Kynurenine,1.818294e-05
Paeniclostridium,L-Kynurenine,1.818294e-05
Paraprevotella,L-Kynurenine,1.818294e-05
Parvimonas,L-Kynurenine,1.818294e-05
Pelodictyon,L-Kynurenine,1.818294e-05
Plesiomonas,L-Kynurenine,1.818294e-05
Salinispora,L-Kynurenine,1.818294e-05
Salmonella,L-Kynurenine,1.818294e-05
Solobacterium,L-Kynurenine,1.818294e-05
Succinivibrio,L-Kynurenine,1.818294e-05
Turicibacter,L-Kynurenine,1.818294e-05
unclassified_Clostridiales,L-Kynurenine,1.818294e-05
unclassified_Erysipelotrichaceae,L-Kynurenine,1.818294e-05
Wolinella,L-Kynurenine,1.818294e-05
Chryseobacterium,3-Hydroxyanthranilate,1.992858e-05
Nocardiopsis,3-Hydroxyanthranilate,1.992899e-05
Arthrobacter,3-Hydroxyanthranilate,1.993062e-05
Photobacterium,3-Hydroxyanthranilate,1.993062e-05
Alicyclobacillus,3-Hydroxyanthranilate,1.993103e-05
Thermus,3-Hydroxyanthranilate,1.993103e-05
Novosphingobium,3-Hydroxyanthranilate,1.993143e-05
Chitinophaga,3-Hydroxyanthranilate,1.993184e-05
Geodermatophilus,3-Hydroxyanthranilate,1.993184e-05
Acholeplasma,3-Hydroxyanthranilate,1.993225e-05
Acidovorax,3-Hydroxyanthranilate,1.993225e-05
Erwinia,3-Hydroxyanthranilate,1.993225e-05
Colwellia,3-Hydroxyanthranilate,1.993266e-05
Desulfotomaculum,3-Hydroxyanthranilate,1.993266e-05
Ruegeria,3-Hydroxyanthranilate,1.993266e-05
Saccharomonospora,3-Hydroxyanthranilate,1.993266e-05
Wenzhouxiangella,3-Hydroxyanthranilate,1.993266e-05
Verminephrobacter,3-Hydroxyanthranilate,1.993307e-05
Alcanivorax,3-Hydroxyanthranilate,1.993348e-05
Gracilibacillus,3-Hydroxyanthranilate,1.993348e-05
Hyphomonas,3-Hydroxyanthranilate,1.993348e-05
Pedobacter,3-Hydroxyanthranilate,1.993348e-05
Pseudoxanthomonas,3-Hydroxyanthranilate,1.993348e-05
Sulfurospirillum,3-Hydroxyanthranilate,1.993348e-05
Agrococcus,3-Hydroxyanthranilate,1.993388e-05
Cupriavidus,3-Hydroxyanthranilate,1.993388e-05
Fervidobacterium,3-Hydroxyanthranilate,1.993388e-05
Lacrimispora,3-Hydroxyanthranilate,1.993388e-05
Magnetospirillum,3-Hydroxyanthranilate,1.993388e-05
Microvirga,3-Hydroxyanthranilate,1.993388e-05
Nitrosospira,3-Hydroxyanthranilate,1.993388e-05
Psychrobacter,3-Hydroxyanthranilate,1.993388e-05
Saccharopolyspora,3-Hydroxyanthranilate,1.993388e-05
Afipia,3-Hydroxyanthranilate,1.993429e-05
Chromobacterium,3-Hydroxyanthranilate,1.993429e-05
Desulfitobacterium,3-Hydroxyanthranilate,1.993429e-05
Halobacillus,3-Hydroxyanthranilate,1.993429e-05
Hydrogenovibrio,3-Hydroxyanthranilate,1.993429e-05
Lentilactobacillus,3-Hydroxyanthranilate,1.993429e-05
Mycobacteroides,3-Hydroxyanthranilate,1.993429e-05
Planococcus,3-Hydroxyanthranilate,1.993429e-05
Pseudarthrobacter,3-Hydroxyanthranilate,1.993429e-05
Rhodoferax,3-Hydroxyanthranilate,1.993429e-05
Rhodopirellula,3-Hydroxyanthranilate,1.993429e-05
Streptobacillus,3-Hydroxyanthranilate,1.993429e-05
Thermoanaerobacter,3-Hydroxyanthranilate,1.993429e-05
Tsukamurella,3-Hydroxyanthranilate,1.993429e-05
Alloscardovia,3-Hydroxyanthranilate,1.993470e-05
Anaerocolumna,3-Hydroxyanthranilate,1.993470e-05
Arcanobacterium,3-Hydroxyanthranilate,1.993470e-05
Bartonella,3-Hydroxyanthranilate,1.993470e-05
Borreliella,3-Hydroxyanthranilate,1.993470e-05
Curtobacterium,3-Hydroxyanthranilate,1.993470e-05
Dehalogenimonas,3-Hydroxyanthranilate,1.993470e-05
Dickeya,3-Hydroxyanthranilate,1.993470e-05
Gluconobacter,3-Hydroxyanthranilate,1.993470e-05
Kosmotoga,3-Hydroxyanthranilate,1.993470e-05
Loigolactobacillus,3-Hydroxyanthranilate,1.993470e-05
Methylacidiphilum,3-Hydroxyanthranilate,1.993470e-05
Myxococcus,3-Hydroxyanthranilate,1.993470e-05
Nakamurella,3-Hydroxyanthranilate,1.993470e-05
Nesterenkonia,3-Hydroxyanthranilate,1.993470e-05
Nostoc,3-Hydroxyanthranilate,1.993470e-05
Peribacillus,3-Hydroxyanthranilate,1.993470e-05
Pseudothermotoga,3-Hydroxyanthranilate,1.993470e-05
Rubrobacter,3-Hydroxyanthranilate,1.993470e-05
Sanguibacter,3-Hydroxyanthranilate,1.993470e-05
Streptosporangium,3-Hydroxyanthranilate,1.993470e-05
Syntrophomonas,3-Hydroxyanthranilate,1.993470e-05
Tatumella,3-Hydroxyanthranilate,1.993470e-05
Tetragenococcus,3-Hydroxyanthranilate,1.993470e-05
Thermodesulfovibrio,3-Hydroxyanthranilate,1.993470e-05
unclassified_Enterobacteriaceae,3-Hydroxyanthranilate,1.993470e-05
unclassified_Ruminococcaceae,3-Hydroxyanthranilate,1.993470e-05
Acetomicrobium,3-Hydroxyanthranilate,1.993511e-05
Acidobacterium,3-Hydroxyanthranilate,1.993511e-05
Actinobacillus,3-Hydroxyanthranilate,1.993511e-05
Adlercreutzia,3-Hydroxyanthranilate,1.993511e-05
Aggregatibacter,3-Hydroxyanthranilate,1.993511e-05
Akkermansia,3-Hydroxyanthranilate,1.993511e-05
Aminobacterium,3-Hydroxyanthranilate,1.993511e-05
Anaerotruncus,3-Hydroxyanthranilate,1.993511e-05
Aromatoleum,3-Hydroxyanthranilate,1.993511e-05
Azorhizobium,3-Hydroxyanthranilate,1.993511e-05
Beijerinckia,3-Hydroxyanthranilate,1.993511e-05
Borrelia,3-Hydroxyanthranilate,1.993511e-05
Brochothrix,3-Hydroxyanthranilate,1.993511e-05
Carboxydothermus,3-Hydroxyanthranilate,1.993511e-05
Cardiobacterium,3-Hydroxyanthranilate,1.993511e-05
Cedecea,3-Hydroxyanthranilate,1.993511e-05
Cellulosilyticum,3-Hydroxyanthranilate,1.993511e-05
Cellvibrio,3-Hydroxyanthranilate,1.993511e-05
Cetobacterium,3-Hydroxyanthranilate,1.993511e-05
Chromohalobacter,3-Hydroxyanthranilate,1.993511e-05
Conexibacter,3-Hydroxyanthranilate,1.993511e-05
Coprobacter,3-Hydroxyanthranilate,1.993511e-05
Coprothermobacter,3-Hydroxyanthranilate,1.993511e-05
Cytophaga,3-Hydroxyanthranilate,1.993511e-05
Dechloromonas,3-Hydroxyanthranilate,1.993511e-05
Dehalococcoides,3-Hydroxyanthranilate,1.993511e-05
Desulfobacterium,3-Hydroxyanthranilate,1.993511e-05
Desulfococcus,3-Hydroxyanthranilate,1.993511e-05
Desulfofarcimen,3-Hydroxyanthranilate,1.993511e-05
Dietzia,3-Hydroxyanthranilate,1.993511e-05
Enorma,3-Hydroxyanthranilate,1.993511e-05
Erythrobacter,3-Hydroxyanthranilate,1.993511e-05
Fenollaria,3-Hydroxyanthranilate,1.993511e-05
Fibrobacter,3-Hydroxyanthranilate,1.993511e-05
Francisella,3-Hydroxyanthranilate,1.993511e-05
Gemmatimonas,3-Hydroxyanthranilate,1.993511e-05
Gloeobacter,3-Hydroxyanthranilate,1.993511e-05
Hahella,3-Hydroxyanthranilate,1.993511e-05
Jonesia,3-Hydroxyanthranilate,1.993511e-05
Kosakonia,3-Hydroxyanthranilate,1.993511e-05
Kribbella,3-Hydroxyanthranilate,1.993511e-05
Latilactobacillus,3-Hydroxyanthranilate,1.993511e-05
Moorella,3-Hydroxyanthranilate,1.993511e-05
Morganella,3-Hydroxyanthranilate,1.993511e-05
Natranaerobius,3-Hydroxyanthranilate,1.993511e-05
Nevskia,3-Hydroxyanthranilate,1.993511e-05
Ochrobactrum,3-Hydroxyanthranilate,1.993511e-05
Oenococcus,3-Hydroxyanthranilate,1.993511e-05
Oribacterium,3-Hydroxyanthranilate,1.993511e-05
Paenisporosarcina,3-Hydroxyanthranilate,1.993511e-05
Paraclostridium,3-Hydroxyanthranilate,1.993511e-05
Pluralibacter,3-Hydroxyanthranilate,1.993511e-05
Polaromonas,3-Hydroxyanthranilate,1.993511e-05
Rhodothermus,3-Hydroxyanthranilate,1.993511e-05
Roseobacter,3-Hydroxyanthranilate,1.993511e-05
Segniliparus,3-Hydroxyanthranilate,1.993511e-05
Skermanella,3-Hydroxyanthranilate,1.993511e-05
Sneathia,3-Hydroxyanthranilate,1.993511e-05
Syntrophus,3-Hydroxyanthranilate,1.993511e-05
Thermanaerovibrio,3-Hydroxyanthranilate,1.993511e-05
Thermobifida,3-Hydroxyanthranilate,1.993511e-05
Thiobacillus,3-Hydroxyanthranilate,1.993511e-05
Tissierella,3-Hydroxyanthranilate,1.993511e-05
Trabulsiella,3-Hydroxyanthranilate,1.993511e-05
unclassified_Burkholderiales,3-Hydroxyanthranilate,1.993511e-05
unclassified_Sporolactobacillaceae,3-Hydroxyanthranilate,1.993511e-05
Acaryochloris,3-Hydroxyanthranilate,1.993552e-05
Acetanaerobacterium,3-Hydroxyanthranilate,1.993552e-05
Acetivibrio,3-Hydroxyanthranilate,1.993552e-05
Acetoanaerobium,3-Hydroxyanthranilate,1.993552e-05
Acidimicrobium,3-Hydroxyanthranilate,1.993552e-05
Acidothermus,3-Hydroxyanthranilate,1.993552e-05
Actinosynnema,3-Hydroxyanthranilate,1.993552e-05
Aeribacillus,3-Hydroxyanthranilate,1.993552e-05
Agathobaculum,3-Hydroxyanthranilate,1.993552e-05
Alkalilimnicola,3-Hydroxyanthranilate,1.993552e-05
Allisonella,3-Hydroxyanthranilate,1.993552e-05
Allochromatium,3-Hydroxyanthranilate,1.993552e-05
Alloprevotella,3-Hydroxyanthranilate,1.993552e-05
Amedibacillus,3-Hydroxyanthranilate,1.993552e-05
Ammonifex,3-Hydroxyanthranilate,1.993552e-05
Anaerobutyricum,3-Hydroxyanthranilate,1.993552e-05
Anaerofustis,3-Hydroxyanthranilate,1.993552e-05
Anaeroglobus,3-Hydroxyanthranilate,1.993552e-05
Anaeromyxobacter,3-Hydroxyanthranilate,1.993552e-05
Anaerorhabdus,3-Hydroxyanthranilate,1.993552e-05
Anaerosporobacter,3-Hydroxyanthranilate,1.993552e-05
Atlantibacter,3-Hydroxyanthranilate,1.993552e-05
Beutenbergia,3-Hydroxyanthranilate,1.993552e-05
Bilophila,3-Hydroxyanthranilate,1.993552e-05
Brucella,3-Hydroxyanthranilate,1.993552e-05
Bulleidia,3-Hydroxyanthranilate,1.993552e-05
Butyricicoccus,3-Hydroxyanthranilate,1.993552e-05
Caldanaerobacter,3-Hydroxyanthranilate,1.993552e-05
Catabacter,3-Hydroxyanthranilate,1.993552e-05
Catenibacterium,3-Hydroxyanthranilate,1.993552e-05
Catenulispora,3-Hydroxyanthranilate,1.993552e-05
Catonella,3-Hydroxyanthranilate,1.993552e-05
Chania,3-Hydroxyanthranilate,1.993552e-05
Chloroherpeton,3-Hydroxyanthranilate,1.993552e-05
Clavibacter,3-Hydroxyanthranilate,1.993552e-05
Cloacibacterium,3-Hydroxyanthranilate,1.993552e-05
Coprobacillus,3-Hydroxyanthranilate,1.993552e-05
Coraliomargarita,3-Hydroxyanthranilate,1.993552e-05
Croceibacter,3-Hydroxyanthranilate,1.993552e-05
Cryptobacterium,3-Hydroxyanthranilate,1.993552e-05
Dermacoccus,3-Hydroxyanthranilate,1.993552e-05
Desulfohalobium,3-Hydroxyanthranilate,1.993552e-05
Desulfotalea,3-Hydroxyanthranilate,1.993552e-05
Desulfurivibrio,3-Hydroxyanthranilate,1.993552e-05
Dichelobacter,3-Hydroxyanthranilate,1.993552e-05
Dielma,3-Hydroxyanthranilate,1.993552e-05
Dinoroseobacter,3-Hydroxyanthranilate,1.993552e-05
Dolosigranulum,3-Hydroxyanthranilate,1.993552e-05
Eggerthia,3-Hydroxyanthranilate,1.993552e-05
Eikenella,3-Hydroxyanthranilate,1.993552e-05
Eisenbergiella,3-Hydroxyanthranilate,1.993552e-05
Elusimicrobium,3-Hydroxyanthranilate,1.993552e-05
Emergencia,3-Hydroxyanthranilate,1.993552e-05
Faecalibaculum,3-Hydroxyanthranilate,1.993552e-05
Faecalicoccus,3-Hydroxyanthranilate,1.993552e-05
Faecalitalea,3-Hydroxyanthranilate,1.993552e-05
Finegoldia,3-Hydroxyanthranilate,1.993552e-05
Flaviflexus,3-Hydroxyanthranilate,1.993552e-05
Flavonifractor,3-Hydroxyanthranilate,1.993552e-05
Fournierella,3-Hydroxyanthranilate,1.993552e-05
Fusicatenibacter,3-Hydroxyanthranilate,1.993552e-05
Gemmiger,3-Hydroxyanthranilate,1.993552e-05
Glaesserella,3-Hydroxyanthranilate,1.993552e-05
Gleimia,3-Hydroxyanthranilate,1.993552e-05
Gluconacetobacter,3-Hydroxyanthranilate,1.993552e-05
Granulibacter,3-Hydroxyanthranilate,1.993552e-05
Hafnia,3-Hydroxyanthranilate,1.993552e-05
Halorhodospira,3-Hydroxyanthranilate,1.993552e-05
Halothermothrix,3-Hydroxyanthranilate,1.993552e-05
Halothiobacillus,3-Hydroxyanthranilate,1.993552e-05
Heliobacterium,3-Hydroxyanthranilate,1.993552e-05
Herminiimonas,3-Hydroxyanthranilate,1.993552e-05
Hespellia,3-Hydroxyanthranilate,1.993552e-05
Histophilus,3-Hydroxyanthranilate,1.993552e-05
Holdemanella,3-Hydroxyanthranilate,1.993552e-05
Holdemania,3-Hydroxyanthranilate,1.993552e-05
Hydrogenoanaerobacterium,3-Hydroxyanthranilate,1.993552e-05
Intestinibacillus,3-Hydroxyanthranilate,1.993552e-05
Intestinibacter,3-Hydroxyanthranilate,1.993552e-05
Intestinimonas,3-Hydroxyanthranilate,1.993552e-05
Kallipyga,3-Hydroxyanthranilate,1.993552e-05
Kandleria,3-Hydroxyanthranilate,1.993552e-05
Kerstersia,3-Hydroxyanthranilate,1.993552e-05
Kineococcus,3-Hydroxyanthranilate,1.993552e-05
Kyrpidia,3-Hydroxyanthranilate,1.993552e-05
Lachnobacterium,3-Hydroxyanthranilate,1.993552e-05
Lactonifactor,3-Hydroxyanthranilate,1.993552e-05
Lagierella,3-Hydroxyanthranilate,1.993552e-05
Laribacter,3-Hydroxyanthranilate,1.993552e-05
Lascolabacillus,3-Hydroxyanthranilate,1.993552e-05
Lautropia,3-Hydroxyanthranilate,1.993552e-05
Lawsonia,3-Hydroxyanthranilate,1.993552e-05
Leadbetterella,3-Hydroxyanthranilate,1.993552e-05
Leminorella,3-Hydroxyanthranilate,1.993552e-05
Leptothrix,3-Hydroxyanthranilate,1.993552e-05
Levyella,3-Hydroxyanthranilate,1.993552e-05
Mageeibacillus,3-Hydroxyanthranilate,1.993552e-05
Magnetococcus,3-Hydroxyanthranilate,1.993552e-05
Mailhella,3-Hydroxyanthranilate,1.993552e-05
Marvinbryantia,3-Hydroxyanthranilate,1.993552e-05
Massilibacterium,3-Hydroxyanthranilate,1.993552e-05
Massilimaliae,3-Hydroxyanthranilate,1.993552e-05
Massilioclostridium,3-Hydroxyanthranilate,1.993552e-05
Mediterranea,3-Hydroxyanthranilate,1.993552e-05
Merdibacter,3-Hydroxyanthranilate,1.993552e-05
Merdimonas,3-Hydroxyanthranilate,1.993552e-05
Methanobrevibacter,3-Hydroxyanthranilate,1.993552e-05
Methanomassiliicoccus,3-Hydroxyanthranilate,1.993552e-05
Methanosphaera,3-Hydroxyanthranilate,1.993552e-05
Methylibium,3-Hydroxyanthranilate,1.993552e-05
Methylocella,3-Hydroxyanthranilate,1.993552e-05
Methylococcus,3-Hydroxyanthranilate,1.993552e-05
Methylorubrum,3-Hydroxyanthranilate,1.993552e-05
Methylovorus,3-Hydroxyanthranilate,1.993552e-05
Microcystis,3-Hydroxyanthranilate,1.993552e-05
Microvirgula,3-Hydroxyanthranilate,1.993552e-05
Millionella,3-Hydroxyanthranilate,1.993552e-05
Mobilibacterium,3-Hydroxyanthranilate,1.993552e-05
Moellerella,3-Hydroxyanthranilate,1.993552e-05
Mogibacterium,3-Hydroxyanthranilate,1.993552e-05
Murdochiella,3-Hydroxyanthranilate,1.993552e-05
Nautilia,3-Hydroxyanthranilate,1.993552e-05
Negativibacillus,3-Hydroxyanthranilate,1.993552e-05
Negativicoccus,3-Hydroxyanthranilate,1.993552e-05
Neglecta,3-Hydroxyanthranilate,1.993552e-05
Neofamilia,3-Hydroxyanthranilate,1.993552e-05
Nitrobacter,3-Hydroxyanthranilate,1.993552e-05
Nitrososphaera,3-Hydroxyanthranilate,1.993552e-05
Nosocomiicoccus,3-Hydroxyanthranilate,1.993552e-05
Numidum,3-Hydroxyanthranilate,1.993552e-05
Oligotropha,3-Hydroxyanthranilate,1.993552e-05
Opitutus,3-Hydroxyanthranilate,1.993552e-05
Paenarthrobacter,3-Hydroxyanthranilate,1.993552e-05
Papillibacter,3-Hydroxyanthranilate,1.993552e-05
Pararhodospirillum,3-Hydroxyanthranilate,1.993552e-05
Parascardovia,3-Hydroxyanthranilate,1.993552e-05
Parasutterella,3-Hydroxyanthranilate,1.993552e-05
Pauljensenia,3-Hydroxyanthranilate,1.993552e-05
Pectobacterium,3-Hydroxyanthranilate,1.993552e-05
Pelistega,3-Hydroxyanthranilate,1.993552e-05
Peptacetobacter,3-Hydroxyanthranilate,1.993552e-05
Peptococcus,3-Hydroxyanthranilate,1.993552e-05
Petrotoga,3-Hydroxyanthranilate,1.993552e-05
Phascolarctobacterium,3-Hydroxyanthranilate,1.993552e-05
Phenylobacterium,3-Hydroxyanthranilate,1.993552e-05
Phocea,3-Hydroxyanthranilate,1.993552e-05
Phoenicibacter,3-Hydroxyanthranilate,1.993552e-05
Pirellula,3-Hydroxyanthranilate,1.993552e-05
Piscicoccus,3-Hydroxyanthranilate,1.993552e-05
Planctopirus,3-Hydroxyanthranilate,1.993552e-05
Pragia,3-Hydroxyanthranilate,1.993552e-05
Prochlorococcus,3-Hydroxyanthranilate,1.993552e-05
Propionimicrobium,3-Hydroxyanthranilate,1.993552e-05
Prosthecochloris,3-Hydroxyanthranilate,1.993552e-05
Provencibacterium,3-Hydroxyanthranilate,1.993552e-05
Pseudoflavonifractor,3-Hydroxyanthranilate,1.993552e-05
Pseudopropionibacterium,3-Hydroxyanthranilate,1.993552e-05
Pseudoramibacter,3-Hydroxyanthranilate,1.993552e-05
Pyramidobacter,3-Hydroxyanthranilate,1.993552e-05
Raoultella,3-Hydroxyanthranilate,1.993552e-05
Renibacterium,3-Hydroxyanthranilate,1.993552e-05
Reyranella,3-Hydroxyanthranilate,1.993552e-05
Rhodospirillum,3-Hydroxyanthranilate,1.993552e-05
Rikenella,3-Hydroxyanthranilate,1.993552e-05
Risungbinella,3-Hydroxyanthranilate,1.993552e-05
Robinsoniella,3-Hydroxyanthranilate,1.993552e-05
Roseiflexus,3-Hydroxyanthranilate,1.993552e-05
Rubeoparvulum,3-Hydroxyanthranilate,1.993552e-05
Ruthenibacterium,3-Hydroxyanthranilate,1.993552e-05
Saccharolobus,3-Hydroxyanthranilate,1.993552e-05
Salinibacter,3-Hydroxyanthranilate,1.993552e-05
Sanguibacteroides,3-Hydroxyanthranilate,1.993552e-05
Schlesneria,3-Hydroxyanthranilate,1.993552e-05
Sebaldella,3-Hydroxyanthranilate,1.993552e-05
Sellimonas,3-Hydroxyanthranilate,1.993552e-05
Senegalimassilia,3-Hydroxyanthranilate,1.993552e-05
Shuttleworthia,3-Hydroxyanthranilate,1.993552e-05
Sideroxydans,3-Hydroxyanthranilate,1.993552e-05
Simonsiella,3-Hydroxyanthranilate,1.993552e-05
Sorangium,3-Hydroxyanthranilate,1.993552e-05
Sphaerobacter,3-Hydroxyanthranilate,1.993552e-05
Stackebrandtia,3-Hydroxyanthranilate,1.993552e-05
Starkeya,3-Hydroxyanthranilate,1.993552e-05
Stomatobaculum,3-Hydroxyanthranilate,1.993552e-05
Subdoligranulum,3-Hydroxyanthranilate,1.993552e-05
Succinatimonas,3-Hydroxyanthranilate,1.993552e-05
Symbiobacterium,3-Hydroxyanthranilate,1.993552e-05
Synechococcus,3-Hydroxyanthranilate,1.993552e-05
Synergistes,3-Hydroxyanthranilate,1.993552e-05
Syntrophobacter,3-Hydroxyanthranilate,1.993552e-05
Syntrophothermus,3-Hydroxyanthranilate,1.993552e-05
Tannerella,3-Hydroxyanthranilate,1.993552e-05
Teredinibacter,3-Hydroxyanthranilate,1.993552e-05
